1499
0.256840,-1.343940,0.426240,2.618000,2.841000,2.094000,-0.067620,0.000000,0.02
0.257110,-1.326012,0.393283,2.610335,2.843423,2.077500,-0.094501,0.000000,0.02
0.257380,-1.308084,0.360326,2.602669,2.845846,2.061000,-0.121383,0.000000,0.02
0.257650,-1.290156,0.327370,2.595004,2.848270,2.044500,-0.148264,0.000000,0.02
0.257920,-1.272228,0.294413,2.587339,2.850693,2.028000,-0.175145,0.000000,0.02
0.258190,-1.254300,0.261456,2.579674,2.853116,2.011499,-0.202026,0.000000,0.02
0.258460,-1.236372,0.228499,2.572008,2.855539,1.994999,-0.228908,0.000000,0.02
0.258730,-1.218444,0.195542,2.564343,2.857962,1.978499,-0.255789,0.000000,0.02
0.259000,-1.200516,0.162586,2.556678,2.860385,1.961999,-0.282670,0.000000,0.02
0.259270,-1.182588,0.129629,2.549012,2.862809,1.945499,-0.309551,0.000000,0.02
0.259540,-1.164660,0.096672,2.541347,2.865232,1.928999,-0.336433,0.000000,0.02
0.259810,-1.146732,0.063715,2.533682,2.867655,1.912499,-0.363314,0.000000,0.02
0.260080,-1.128804,0.030758,2.526017,2.870078,1.895999,-0.390195,0.000000,0.02
0.260350,-1.110876,-0.002198,2.518351,2.872501,1.879499,-0.417077,0.000000,0.02
0.260620,-1.092948,-0.035155,2.510686,2.874924,1.862998,-0.443958,0.000000,0.02
0.260891,-1.075020,-0.068112,2.503021,2.877348,1.846498,-0.470839,0.000000,0.02
0.261161,-1.057092,-0.101069,2.495355,2.879771,1.829998,-0.497720,0.000000,0.02
0.261431,-1.039164,-0.134026,2.487690,2.882194,1.813498,-0.524602,0.000000,0.02
0.261701,-1.021236,-0.166982,2.480025,2.884617,1.796998,-0.551483,0.000000,0.02
0.261971,-1.003308,-0.199939,2.472360,2.887040,1.780498,-0.578364,0.000000,0.02
0.262241,-0.985380,-0.232896,2.464694,2.889463,1.763998,-0.605246,0.000000,0.02
0.262511,-0.967452,-0.265853,2.457029,2.891887,1.747498,-0.632127,0.000000,0.02
0.262781,-0.949524,-0.298810,2.449364,2.894310,1.730998,-0.659008,0.000000,0.02
0.263051,-0.931596,-0.331766,2.441699,2.896733,1.714497,-0.685889,0.000000,0.02
0.263321,-0.913668,-0.364723,2.434033,2.899156,1.697997,-0.712771,0.000000,0.02
0.263591,-0.895740,-0.397680,2.426368,2.901579,1.681497,-0.739652,0.000000,0.02
0.263861,-0.877812,-0.430637,2.418703,2.904002,1.664997,-0.766533,0.000000,0.02
0.264131,-0.859885,-0.463594,2.411037,2.906426,1.648497,-0.793414,0.000000,0.02
0.264401,-0.841957,-0.496550,2.403372,2.908849,1.631997,-0.820296,0.000000,0.02
0.264671,-0.824029,-0.529507,2.395707,2.911272,1.615497,-0.847177,0.000000,0.02
0.264941,-0.806101,-0.562464,2.388042,2.913695,1.598997,-0.874058,0.000000,0.02
0.265211,-0.788173,-0.595421,2.380376,2.916118,1.582496,-0.900940,0.000000,0.02
0.265481,-0.770245,-0.628378,2.372711,2.918542,1.565996,-0.927821,0.000000,0.02
0.265751,-0.752317,-0.661334,2.365046,2.920965,1.549496,-0.954702,0.000000,0.02
0.266021,-0.734389,-0.694291,2.357380,2.923388,1.532996,-0.981583,0.000000,0.02
0.266291,-0.716461,-0.727248,2.349715,2.925811,1.516496,-1.008465,0.000000,0.02
0.266561,-0.698533,-0.760205,2.342050,2.928234,1.499996,-1.035346,0.000000,0.02
0.266831,-0.680605,-0.793162,2.334385,2.930657,1.483496,-1.062227,0.000000,0.02
0.267101,-0.662677,-0.826118,2.326719,2.933081,1.466996,-1.089109,0.000000,0.02
0.267371,-0.644749,-0.859075,2.319054,2.935504,1.450496,-1.115990,0.000000,0.02
0.267641,-0.626821,-0.892032,2.311389,2.937927,1.433995,-1.142871,0.000000,0.02
0.267911,-0.608893,-0.924989,2.303723,2.940350,1.417495,-1.169752,0.000000,0.02
0.268181,-0.590965,-0.957946,2.296058,2.942773,1.400995,-1.196634,0.000000,0.02
0.268451,-0.573037,-0.990903,2.288393,2.945196,1.384495,-1.223515,0.000000,0.02
0.268721,-0.555109,-1.023859,2.280728,2.947620,1.367995,-1.250396,0.000000,0.02
0.268992,-0.537181,-1.056816,2.273062,2.950043,1.351495,-1.277277,0.000000,0.02
0.269262,-0.519253,-1.089773,2.265397,2.952466,1.334995,-1.304159,0.000000,0.02
0.269532,-0.501325,-1.122730,2.257732,2.954889,1.318495,-1.331040,0.000000,0.02
0.269802,-0.483397,-1.155687,2.250066,2.957312,1.301995,-1.357921,0.000000,0.02
0.270072,-0.465469,-1.188643,2.242401,2.959735,1.285494,-1.384803,0.000000,0.02
0.270342,-0.447541,-1.221600,2.234736,2.962159,1.268994,-1.411684,0.000000,0.02
0.270612,-0.429613,-1.254557,2.227071,2.964582,1.252494,-1.438565,0.000000,0.02
0.270882,-0.411685,-1.287514,2.219405,2.967005,1.235994,-1.465446,0.000000,0.02
0.271152,-0.393757,-1.320471,2.211740,2.969428,1.219494,-1.492328,0.000000,0.02
